map.area,year,leave.prob
573,2016,0.221142392638235
573,2017,0.221142392638235
573,2018,0.221125084109044
611,2018,0.17714275508414
641,2015,0.220288605835189
641,2016,0.220288605835189
641,2017,0.220288605835189
641,2018,0.22028490705278
642,2015,0.222143329572202
642,2016,0.222143329572202
642,2017,0.222143329572202
642,2018,0.222139608520169
644,2015,0.276857878266182
644,2016,0.276857878266182
644,2017,0.276857878266182
644,2018,0.276860752526917
645,2015,0.27474613028413
645,2016,0.27474613028413
645,2017,0.27474613028413
645,2018,0.274808353960856
706,2015,0.22000296783958
706,2016,0.22000296783958
706,2017,0.22000296783958
706,2018,0.220009742744578
707,2015,0.221929250056522
707,2016,0.221929250056522
707,2017,0.221929250056522
707,2018,0.22191685526588
712,2015,0.281686649158178
712,2016,0.281686649158178
712,2017,0.281686649158178
712,2018,0.28168592294505
713,2015,0.279932966870616
713,2016,0.279932966870616
713,2017,0.279932966870616
713,2018,0.279934413781857
739,2015,0.220427775590022
739,2016,0.220427775590022
739,2017,0.220427775590022
739,2018,0.220416057624111
745,2015,0.284326684499215
745,2016,0.284326684499215
745,2017,0.284326684499215
745,2018,0.284330336142652
746,2015,0.282558038733349
746,2016,0.282558038733349
746,2017,0.282558038733349
746,2018,0.282551490590663
772,2015,0.222433979112345
772,2016,0.222433979112345
772,2017,0.222433979112345
772,2018,0.222420943457646
778,2015,0.286947324097959
778,2016,0.286947324097959
778,2017,0.286947324097959
778,2018,0.286948058456853
779,2015,0.285231211759697
779,2016,0.285231211759697
779,2017,0.285231211759697
779,2018,0.285230480037001
805,2015,0.224640296886247
805,2016,0.224640296886247
805,2017,0.224640296886247
805,2018,0.224643422586118
842,2015,0.293996535766121
842,2016,0.293996535766121
842,2017,0.293996535766121
842,2018,0.294018140085488
872,2015,0.302440327851436
872,2016,0.302440327851436
872,2017,0.302440327851436
872,2018,0.302450928627145
875,2018,0.296815266410618
900,2015,0.29342670923529
900,2016,0.29342670923529
900,2017,0.29342670923529
900,2018,0.293443080071298
902,2015,0.229954522621562
902,2016,0.229954522621562
902,2017,0.229954522621562
902,2018,0.229944354146879
907,2015,0.301358664533218
907,2016,0.301358664533218
907,2017,0.301358664533218
907,2018,0.301351108060867
932,2015,0.294987404141269
932,2016,0.294987404141269
932,2017,0.294987404141269
932,2018,0.295006065041018
937,2015,0.307860576127326
937,2016,0.307860576127326
937,2017,0.307860576127326
937,2018,0.307857517048329
1022,2015,0.301822671907832
1022,2016,0.301822671907832
1022,2017,0.301822671907832
1022,2018,0.301840067402209
1031,2018,0.311204118773723
1032,2015,0.309688039254279
1032,2016,0.309688039254279
1032,2017,0.309688039254279
1032,2018,0.309676530167253
1062,2015,0.318922841469921
1062,2016,0.318922841469921
1062,2017,0.318922841469921
1062,2018,0.31891036816208
1063,2018,0.317387913527064
1064,2018,0.315763193621961
1066,2015,0.312732822408454
1066,2016,0.312732822408454
1066,2017,0.312732822408454
1066,2018,0.312733593815487
1089,2018,0.310204706115969
1094,2018,0.34587001446966
1095,2015,0.343285518692616
1095,2016,0.343285518692616
1095,2017,0.343285518692616
1095,2018,0.343292800866055
1098,2018,0.336256390836108
1103,2015,0.325756807649512
1103,2016,0.325756807649512
1103,2017,0.325756807649512
1103,2018,0.325755231041399
1104,2015,0.32364846346105
1104,2016,0.32364846346105
1104,2017,0.32364846346105
1104,2018,0.323723890643092
1106,2015,0.320387020271054
1106,2016,0.320387020271054
1106,2017,0.320387020271054
1106,2018,0.32036123180486
1107,2015,0.318694241107038
1107,2016,0.318694241107038
1107,2017,0.318694241107038
1107,2018,0.318695020400069
1115,2015,0.309134108549717
1115,2016,0.309134108549717
1115,2017,0.309134108549717
1115,2018,0.309228398761441
1145,2015,0.329907220113341
1145,2016,0.329907220113341
1145,2017,0.329907220113341
1145,2018,0.329653370742742
1146,2015,0.327832870623209
1146,2016,0.327832870623209
1146,2017,0.327832870623209
1146,2018,0.327649411334355
1147,2018,0.326812305841461
1151,2018,0.320308729935965
1153,2015,0.31756647758198
1153,2016,0.31756647758198
1153,2017,0.31756647758198
1153,2018,0.317590590498725
1171,2015,0.313003930789438
1171,2016,0.313003930789438
1171,2017,0.313003930789438
1171,2018,0.313006246106152
1172,2015,0.313732548430276
1172,2016,0.313732548430276
1172,2017,0.313732548430276
1172,2018,0.313717093701011
1174,2018,0.315481961261915
1177,2015,0.358620262826746
1177,2016,0.358620262826746
1177,2017,0.358620262826746
1177,2018,0.358612833066152
1183,2015,0.343500748464707
1183,2016,0.343500748464707
1183,2017,0.343500748464707
1183,2018,0.343504795317258
1189,2015,0.331343945808739
1189,2016,0.331343945808739
1189,2017,0.331343945808739
1189,2018,0.33122706458856
1217,2018,0.318705282043618
1220,2015,0.358643471252623
1220,2016,0.358643471252623
1220,2017,0.358643471252623
1220,2018,0.358664935998923
1221,2018,0.35615196757888
1238,2015,0.323768440230326
1238,2016,0.323768440230326
1238,2017,0.323768440230326
1238,2018,0.323795158137627
1239,2015,0.322742821118195
1239,2016,0.322742821118195
1239,2017,0.322742821118195
1239,2018,0.322748312661543
1249,2018,0.317697392598791
1251,2018,0.317724637621619
1252,2018,0.317901136298699
1255,2018,0.319030910169251
1275,2018,0.335878125141212
1282,2015,0.326075282255999
1282,2016,0.326075282255999
1282,2017,0.326075282255999
1282,2018,0.326078437075917
1283,2015,0.325033312989967
1283,2016,0.325033312989967
1283,2017,0.325033312989967
1283,2018,0.325030163404864
1291,2018,0.321154157472144
1292,2018,0.321082352725811
1295,2018,0.321269116132674
1298,2015,0.322333574856205
1298,2016,0.322333574856205
1298,2017,0.322333574856205
1298,2018,0.322328087011044
1301,2018,0.324359550363815
1302,2018,0.325236540713394
1319,2015,0.337332174904472
1319,2016,0.337332174904472
1319,2017,0.337332174904472
1319,2018,0.337340197971498
1326,2015,0.328312387497871
1326,2016,0.328312387497871
1326,2017,0.328312387497871
1326,2018,0.328305264235465
1327,2015,0.327368341919179
1327,2016,0.327368341919179
1327,2017,0.327368341919179
1327,2018,0.327330408102846
1335,2015,0.324423493911969
1335,2016,0.324423493911969
1335,2017,0.324423493911969
1335,2018,0.324424280543486
1338,2015,0.324666811085189
1338,2016,0.324666811085189
1338,2017,0.324666811085189
1338,2018,0.324665237212237
1339,2015,0.324790400092122
1339,2016,0.324790400092122
1339,2017,0.324790400092122
1339,2018,0.324787251728212
1340,2015,0.325237372082152
1340,2016,0.325237372082152
1340,2017,0.325237372082152
1340,2018,0.325261789843024
1359,2015,0.345234045878294
1359,2016,0.345234045878294
1359,2017,0.345234045878294
1359,2018,0.345334654577416
1361,2015,0.341929601673716
1361,2016,0.341929601673716
1361,2017,0.341929601673716
1361,2018,0.342045097037916
1362,2015,0.340124029427389
1362,2016,0.340124029427389
1362,2017,0.340124029427389
1362,2018,0.340323830272987
1363,2018,0.338992573233274
1378,2015,0.327829100959687
1378,2016,0.327829100959687
1378,2017,0.327829100959687
1378,2018,0.327847291493802
1380,2015,0.327899991821552
1380,2016,0.327899991821552
1380,2017,0.327899991821552
1381,2015,0.328036757196564
1381,2016,0.328036757196564
1381,2017,0.328036757196564
1381,2018,0.328009859068039
1420,2015,0.331474578867661
1420,2016,0.331474578867661
1420,2017,0.331474578867661
1420,2018,0.33149128120299
1422,2015,0.331272941968696
1422,2016,0.331272941968696
1422,2017,0.331272941968696
1422,2018,0.331276122356929
1423,2015,0.331136928500356
1423,2016,0.331136928500356
1423,2017,0.331136928500356
1423,2018,0.331152827299715
1424,2015,0.331506423588108
1424,2016,0.331506423588108
1424,2017,0.331506423588108
1424,2018,0.331492902305905
1462,2015,0.334951953445031
1462,2016,0.334951953445031
1462,2017,0.334951953445031
1462,2018,0.334953552451723
1465,2015,0.334830400152121
1465,2016,0.334830400152121
1465,2017,0.334830400152121
1465,2018,0.334829600794259
1468,2015,0.335543316151286
1468,2016,0.335543316151286
1468,2017,0.335543316151286
1468,2018,0.335539315154308
1508,2015,0.338625224140394
1508,2016,0.338625224140394
1508,2017,0.338625224140394
1508,2018,0.3385962877329
1509,2015,0.33875654149552
1509,2016,0.33875654149552
1509,2017,0.33875654149552
1509,2018,0.338779856666209
1548,2018,0.342533148250507
1616,2015,0.346500811794843
1616,2016,0.346500811794843
1616,2017,0.346500811794843
1616,2018,0.346493497475817
1617,2015,0.345857697213078
1617,2016,0.345857697213078
1617,2017,0.345857697213078
1617,2018,0.345858509209574
1628,2015,0.349550168745155
1628,2016,0.349550168745155
1628,2017,0.349550168745155
1628,2018,0.349558329116092
1656,2015,0.34967715030358
1656,2016,0.34967715030358
1656,2017,0.34967715030358
1656,2018,0.349752241648425
1657,2015,0.349193512596673
1657,2016,0.349193512596673
1657,2017,0.349193512596673
1657,2018,0.34923674313076
1697,2015,0.352854283546581
1697,2016,0.352854283546581
1697,2017,0.352854283546581
1697,2018,0.352878051202839
1704,2015,0.355930885308637
1704,2016,0.355930885308637
1704,2017,0.355930885308637
1704,2018,0.355893861184781
1784,2015,0.363243689322726
1784,2016,0.363243689322726
1784,2017,0.363243689322726
1784,2018,0.363263613111424
1785,2015,0.363411054756254
1785,2016,0.363411054756254
1785,2017,0.363411054756254
1785,2018,0.363402751674166
2010,2018,0.247494980086732
2034,2015,0.25027833554605
2034,2016,0.25027833554605
2034,2017,0.25027833554605
2034,2018,0.250293151813089
