time,patch,S_visitor,S_resident_home,S_resident_away,I_visitor,I_resident_home,I_resident_away,P_visitor,P_resident_home,P_resident_away,incidence_resident,incidence_traveller
0,117,0,86,0,0,50,0,0,0,0,0,0
0,118,0,36,0,0,4,0,0,0,0,0,0
0,119,0,59,0,0,2,0,0,0,0,0,0
0,120,0,191,0,0,26,0,0,0,0,0,0
0,121,0,94,0,0,26,0,0,0,0,0,0
0,122,0,31,0,0,9,0,0,0,0,0,0
0,123,0,9,0,0,0,0,0,0,0,0,0
0,124,0,18,0,0,1,0,0,0,0,0,0
0,125,0,213,0,0,6,0,0,0,0,0,0
0,126,0,11,0,0,5,0,0,0,0,0,0
0,127,0,24,0,0,21,0,0,0,0,0,0
0,128,0,218,0,0,3,0,0,0,0,0,0
0,129,0,14,0,0,3,0,0,0,0,0,0
0,130,0,66,0,0,9,0,0,0,0,0,0
0,131,0,59,0,0,1,0,0,0,0,0,0
0,132,0,91,0,0,15,0,0,0,0,0,0
0,133,0,43,0,0,7,0,0,0,0,0,0
0,134,0,411,0,0,16,0,0,0,0,0,0
0,135,0,183,0,0,1,0,0,0,0,0,0
0,136,0,223,0,0,1,0,0,0,0,0,0
0,137,0,425,0,0,6,0,0,0,0,0,0
0,138,0,5,0,0,4,0,0,0,0,0,0
0,139,0,8,0,0,1,0,0,0,0,0,0
0,140,0,310,0,0,26,0,0,0,0,0,0
0,141,0,17,0,0,4,0,0,0,0,0,0
0,142,0,138,0,0,21,0,0,0,0,0,0
0,143,0,219,0,0,14,0,0,0,0,0,0
0,144,0,83,0,0,3,0,0,0,0,0,0
0,145,0,117,0,0,12,0,0,0,0,0,0
0,146,0,20,0,0,3,0,0,0,0,0,0
0,147,0,33,0,0,8,0,0,0,0,0,0
0,148,0,4,0,0,2,0,0,0,0,0,0
0,149,0,10,0,0,5,0,0,0,0,0,0
0,150,0,163,0,0,2,0,0,0,0,0,0
0,151,0,4,0,0,1,0,0,0,0,0,0
0,152,0,1,0,0,1,0,0,0,0,0,0
0,153,0,29,0,0,2,0,0,0,0,0,0
0,154,0,85,0,0,15,0,0,0,0,0,0
0,155,0,66,0,0,20,0,0,0,0,0,0
0,156,0,14,0,0,1,0,0,0,0,0,0
0,157,0,112,0,0,3,0,0,0,0,0,0
0,158,0,50,0,0,4,0,0,0,0,0,0
0,159,0,15,0,0,1,0,0,0,0,0,0
0,160,0,97,0,0,1,0,0,0,0,0,0
0,161,0,4,0,0,2,0,0,0,0,0,0
0,162,0,88,0,0,6,0,0,0,0,0,0
0,163,0,2,0,0,0,0,0,0,0,0,0
0,164,0,37,0,0,6,0,0,0,0,0,0
0,165,0,285,0,0,33,0,0,0,0,0,0
0,166,0,36,0,0,2,0,0,0,0,0,0
0,167,0,4,0,0,0,0,0,0,0,0,0
0,168,0,12,0,0,3,0,0,0,0,0,0
0,169,0,6,0,0,0,0,0,0,0,0,0
0,170,0,5,0,0,0,0,0,0,0,0,0
0,171,0,101,0,0,9,0,0,0,0,0,0
0,172,0,11,0,0,0,0,0,0,0,0,0
0,173,0,4,0,0,0,0,0,0,0,0,0
0,174,0,172,0,0,33,0,0,0,0,0,0
0,175,0,31,0,0,5,0,0,0,0,0,0
0,176,0,97,0,0,3,0,0,0,0,0,0
0,177,0,136,0,0,17,0,0,0,0,0,0
0,178,0,1092,0,0,76,0,0,0,0,0,0
0,179,0,895,0,0,387,0,0,0,0,0,0
0,180,0,9,0,0,9,0,0,0,0,0,0
0,181,0,18,0,0,2,0,0,0,0,0,0
0,182,0,32,0,0,4,0,0,0,0,0,0
0,183,0,37,0,0,4,0,0,0,0,0,0
0,184,0,45,0,0,2,0,0,0,0,0,0
0,185,0,12,0,0,0,0,0,0,0,0,0
0,186,0,47,0,0,13,0,0,0,0,0,0
0,187,0,567,0,0,30,0,0,0,0,0,0
0,188,0,342,0,0,141,0,0,0,0,0,0
0,189,0,8,0,0,1,0,0,0,0,0,0
0,190,0,17,0,0,2,0,0,0,0,0,0
0,191,0,35,0,0,3,0,0,0,0,0,0
0,192,0,230,0,0,12,0,0,0,0,0,0
0,193,0,94,0,0,7,0,0,0,0,0,0
0,194,0,9,0,0,0,0,0,0,0,0,0
0,195,0,10,0,0,0,0,0,0,0,0,0
0,196,0,2,0,0,1,0,0,0,0,0,0
0,197,0,7,0,0,2,0,0,0,0,0,0
0,198,0,12,0,0,0,0,0,0,0,0,0
0,199,0,2,0,0,0,0,0,0,0,0,0
0,200,0,10,0,0,2,0,0,0,0,0,0
0,201,0,81,0,0,10,0,0,0,0,0,0
0,202,0,2,0,0,0,0,0,0,0,0,0
0,203,0,5,0,0,3,0,0,0,0,0,0
0,204,0,61,0,0,8,0,0,0,0,0,0
0,205,0,28,0,0,1,0,0,0,0,0,0
0,206,0,7,0,0,0,0,0,0,0,0,0
0,207,0,18,0,0,0,0,0,0,0,0,0
0,208,0,36,0,0,9,0,0,0,0,0,0
0,209,0,78,0,0,29,0,0,0,0,0,0
0,210,0,70,0,0,9,0,0,0,0,0,0
0,211,0,7,0,0,0,0,0,0,0,0,0
0,212,0,154,0,0,30,0,0,0,0,0,0
0,213,0,36,0,0,3,0,0,0,0,0,0
0,214,0,250,0,0,1,0,0,0,0,0,0
0,215,0,81,0,0,0,0,0,0,0,0,0
0,216,0,234,0,0,0,0,0,0,0,0,0
0,217,0,1,0,0,1,0,0,0,0,0,0
0,218,0,62,0,0,19,0,0,0,0,0,0
0,219,0,95,0,0,5,0,0,0,0,0,0
0,220,0,3,0,0,0,0,0,0,0,0,0
0,221,0,49,0,0,5,0,0,0,0,0,0
0,222,0,244,0,0,37,0,0,0,0,0,0
0,223,0,40,0,0,6,0,0,0,0,0,0
0,224,0,7,0,0,1,0,0,0,0,0,0
0,225,0,12,0,0,4,0,0,0,0,0,0
0,226,0,36,0,0,4,0,0,0,0,0,0
0,227,0,120,0,0,25,0,0,0,0,0,0
0,228,0,278,0,0,48,0,0,0,0,0,0
0,229,0,1,0,0,0,0,0,0,0,0,0
0,230,0,10,0,0,1,0,0,0,0,0,0
0,231,0,3,0,0,0,0,0,0,0,0,0
0,232,0,22,0,0,4,0,0,0,0,0,0
0,233,0,301,0,0,5,0,0,0,0,0,0
0,234,0,146,0,0,19,0,0,0,0,0,0
0,235,0,21,0,0,8,0,0,0,0,0,0
0,236,0,112,0,0,39,0,0,0,0,0,0
0,237,0,24,0,0,5,0,0,0,0,0,0
0,238,0,8,0,0,3,0,0,0,0,0,0
0,239,0,10,0,0,2,0,0,0,0,0,0
0,240,0,37,0,0,5,0,0,0,0,0,0
0,241,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,0,0,0,0,0,0,0,0,0
1,1,0,34,0,0,6,0,0,0,0,0,0
1,2,0,46,0,0,19,0,0,0,0,0,0
1,3,0,36,0,0,12,0,0,0,0,0,0
1,4,0,200,0,0,43,0,0,0,0,0,0
1,5,0,34,0,0,9,0,0,0,0,0,0
1,6,2,571,0,0,38,0,0,0,0,0,0
1,7,1,2355,7,0,304,0,0,0,0,0,0
1,8,4,2402,7,0,359,2,0,0,0,0,0
1,9,0,25,0,0,2,0,0,0,0,0,0
1,10,1,54,0,0,10,0,0,0,0,0,0
1,11,0,213,0,0,53,0,0,0,0,0,0
1,12,0,284,1,0,32,0,0,0,0,0,0
1,13,2,433,1,0,44,0,0,0,0,0,0
1,14,0,730,3,0,23,0,0,0,0,0,0
1,15,0,2437,11,0,260,0,0,0,0,0,0
1,16,6,8897,29,1,790,2,0,0,0,0,0
1,17,8,10213,24,0,1181,2,0,0,0,0,0
1,18,7,8069,30,1,1179,3,0,0,0,0,0
1,19,0,447,2,0,122,0,0,0,0,0,0
1,20,1,867,5,0,140,0,0,0,0,0,0
1,21,3,1610,4,1,384,3,0,0,0,0,0
1,22,0,60,0,0,9,0,0,0,0,0,0
1,23,0,97,0,0,23,0,0,0,0,0,0
1,24,0,5,0,0,3,0,0,0,0,0,0
1,25,0,417,1,0,55,0,0,0,0,0,0
1,26,0,107,0,0,24,0,0,0,0,0,0
1,27,1,433,1,0,67,0,0,0,0,0,0
1,28,0,151,0,0,39,0,0,0,0,0,0
1,29,3,1811,5,0,310,1,0,0,0,0,0
1,30,5,9052,28,1,1340,3,0,0,0,0,0
1,31,10,15423,50,2,1149,3,0,0,0,0,0
1,32,11,14263,47,0,1759,7,0,0,0,0,0
1,33,12,12016,45,0,1643,4,0,0,0,0,0
1,34,11,5611,18,2,598,2,0,0,0,0,0
1,35,5,3554,11,0,558,2,0,0,0,0,0
1,36,2,468,0,0,58,0,0,0,0,0,0
1,37,0,113,0,0,20,0,0,0,0,0,0
1,38,0,2,0,0,0,0,0,0,0,0,0
1,39,0,554,0,0,203,0,0,0,0,0,0
1,40,0,238,1,0,92,0,0,0,0,0,0
1,41,0,25,0,0,5,0,0,0,0,0,0
1,42,0,22,0,0,2,0,0,0,0,0,0
1,43,0,202,0,0,12,0,0,0,0,0,0
1,44,0,1096,8,0,327,1,0,0,0,0,0
1,45,2,449,1,0,86,0,0,0,0,0,0
1,46,5,6357,22,2,1029,3,0,0,0,0,0
1,47,9,11301,34,0,1157,1,0,0,0,0,0
1,48,12,13866,49,0,1707,2,0,0,0,0,0
1,49,5,5162,26,2,297,1,0,0,0,0,0
1,50,1,2307,5,0,123,2,0,0,0,0,0
1,51,3,4641,14,1,489,1,0,0,0,0,0
1,52,1,633,0,0,30,0,0,0,0,0,0
1,53,0,17,0,0,0,0,0,0,0,0,0
1,54,0,120,0,0,6,0,0,0,0,0,0
1,55,0,5,0,0,0,0,0,0,0,0,0
1,56,0,18,0,0,8,0,0,0,0,0,0
1,57,0,143,1,0,57,0,0,0,0,0,0
1,58,0,684,1,0,276,1,0,0,0,0,0
1,59,0,366,0,0,76,0,0,0,0,0,0
1,60,0,58,1,0,13,0,0,0,0,0,0
1,61,1,303,2,0,33,0,0,0,0,0,0
1,62,0,3360,7,0,426,2,0,0,0,0,0
1,63,3,4831,16,0,432,2,0,0,0,0,0
1,64,5,4124,10,0,488,2,0,0,0,0,0
1,65,3,4160,14,1,959,3,0,0,0,0,0
1,66,11,4765,16,1,328,1,0,0,0,0,0
1,67,0,825,1,0,54,0,0,0,0,0,0
1,68,0,72,0,0,12,0,0,0,0,0,0
1,69,1,1181,3,0,87,1,0,0,0,0,0
1,70,0,508,0,0,11,0,0,0,0,0,0
1,71,1,584,1,0,8,0,0,0,0,0,0
1,72,2,2604,5,0,150,1,0,0,0,0,0
1,73,0,241,1,0,10,0,0,0,0,0,0
1,74,1,1471,2,0,689,0,0,0,0,0,0
1,75,0,69,0,0,30,0,0,0,0,0,0
1,76,0,172,0,0,68,1,0,0,0,0,0
1,77,0,271,1,0,38,0,0,0,0,0,0
1,78,1,472,1,0,57,0,0,0,0,0,0
1,79,0,56,0,0,9,0,0,0,0,0,0
1,80,0,596,1,0,84,0,0,0,0,0,0
1,81,2,2567,8,1,198,2,0,0,0,0,0
1,82,4,1084,3,0,155,0,0,0,0,0,0
1,83,1,1885,10,1,219,1,0,0,0,0,0
1,84,3,3021,9,0,626,1,0,0,0,0,0
1,85,2,761,2,0,90,1,0,0,0,0,0
1,86,2,1905,4,0,158,0,0,0,0,0,0
1,87,0,767,3,0,49,0,0,0,0,0,0
1,88,0,47,0,0,18,0,0,0,0,0,0
1,89,0,244,0,0,82,0,0,0,0,0,0
1,90,0,3,0,0,0,0,0,0,0,0,0
1,91,1,1224,1,0,222,0,0,0,0,0,0
1,92,0,31,0,0,6,0,0,0,0,0,0
1,93,1,669,1,0,204,0,0,0,0,0,0
1,94,0,29,0,0,7,0,0,0,0,0,0
1,95,0,66,0,0,4,0,0,0,0,0,0
1,96,0,9,0,0,0,0,0,0,0,0,0
1,97,0,174,3,0,21,0,0,0,0,0,0
1,98,0,62,0,0,0,0,0,0,0,0,0
1,99,0,2,0,0,2,0,0,0,0,0,0
1,100,0,9,0,0,1,0,0,0,0,0,0
1,101,0,40,0,0,14,0,0,0,0,0,0
1,102,0,1,0,0,0,0,0,0,0,0,0
1,103,0,29,0,0,6,0,0,0,0,0,0
1,104,0,64,0,0,12,0,0,0,0,0,0
1,105,1,30,0,0,8,0,0,0,0,0,0
1,106,0,42,0,0,1,0,0,0,0,0,0
1,107,0,133,0,0,10,0,0,0,0,0,0
1,108,0,15,0,0,1,0,0,0,0,0,0
1,109,9,2996,8,0,95,0,0,0,0,0,0
1,110,0,88,1,0,3,0,0,0,0,0,0
1,111,0,30,0,0,8,1,0,0,0,0,0
1,112,0,32,0,0,10,0,0,0,0,0,0
1,113,0,13,0,0,9,0,0,0,0,0,0
1,114,0,6,0,0,0,0,0,0,0,0,0
1,115,0,5,0,0,0,0,0,0,0,0,0
1,116,0,34,0,0,21,0,0,0,0,0,0
1,117,0,86,0,0,50,0,0,0,0,0,0
1,118,0,36,0,0,4,0,0,0,0,0,0
1,119,0,59,0,0,2,0,0,0,0,0,0
1,120,0,191,0,0,26,0,0,0,0,0,0
1,121,0,95,0,0,25,0,0,0,0,0,0
1,122,0,31,0,0,9,0,0,0,0,0,0
1,123,0,9,0,0,0,0,0,0,0,0,0
1,124,0,18,0,0,1,0,0,0,0,0,0
1,125,1,213,0,0,6,0,0,0,0,0,0
1,126,0,11,0,0,5,0,0,0,0,0,0
1,127,0,24,0,0,21,0,0,0,0,0,0
1,128,0,217,1,0,3,0,0,0,0,0,0
1,129,0,14,0,0,3,0,0,0,0,0,0
1,130,0,66,0,0,9,0,0,0,0,0,0
1,131,0,59,0,0,1,0,0,0,0,0,0
1,132,1,91,0,0,15,0,0,0,0,0,0
1,133,0,44,0,0,6,0,0,0,0,0,0
1,134,0,410,1,0,16,0,0,0,0,0,0
1,135,0,182,1,0,1,0,0,0,0,0,0
1,136,0,221,2,0,1,0,0,0,0,0,0
1,137,0,422,3,0,6,0,0,0,0,0,0
1,138,0,5,0,0,4,0,0,0,0,0,0
1,139,0,8,0,0,1,0,0,0,0,0,0
1,140,2,310,0,0,26,0,0,0,0,0,0
1,141,2,17,0,0,4,0,0,0,0,0,0
1,142,0,137,1,1,21,0,0,0,0,0,0
1,143,1,219,0,0,14,0,0,0,0,0,0
1,144,0,83,0,0,3,0,0,0,0,0,0
1,145,1,117,0,0,12,0,0,0,0,0,0
1,146,0,20,0,0,3,0,0,0,0,0,0
1,147,0,31,2,0,8,0,0,0,0,0,0
1,148,0,4,0,0,2,0,0,0,0,0,0
1,149,0,10,0,0,5,0,0,0,0,0,0
1,150,0,163,0,0,2,0,0,0,0,0,0
1,151,0,4,0,0,1,0,0,0,0,0,0
1,152,0,1,0,0,1,0,0,0,0,0,0
1,153,0,29,0,0,2,0,0,0,0,0,0
1,154,1,85,0,0,15,0,0,0,0,0,0
1,155,2,66,1,0,19,0,0,0,0,0,0
1,156,1,14,0,0,1,0,0,0,0,0,0
1,157,0,111,1,0,3,0,0,0,0,0,0
1,158,0,50,0,0,4,0,0,0,0,0,0
1,159,0,15,0,0,1,0,0,0,0,0,0
1,160,0,97,0,0,1,0,0,0,0,0,0
1,161,0,4,0,0,2,0,0,0,0,0,0
1,162,0,86,2,0,6,0,0,0,0,0,0
1,163,0,2,0,0,0,0,0,0,0,0,0
1,164,0,37,0,0,6,0,0,0,0,0,0
1,165,0,283,2,0,33,0,0,0,0,0,0
1,166,0,36,0,0,2,0,0,0,0,0,0
1,167,0,4,0,0,0,0,0,0,0,0,0
1,168,0,12,0,0,3,0,0,0,0,0,0
1,169,0,6,0,0,0,0,0,0,0,0,0
1,170,0,5,0,0,0,0,0,0,0,0,0
1,171,3,100,1,0,9,0,0,0,0,0,0
1,172,0,11,0,0,0,0,0,0,0,0,0
1,173,0,4,0,0,0,0,0,0,0,0,0
1,174,1,171,1,0,33,0,0,0,0,0,0
1,175,1,31,0,0,5,0,0,0,0,0,0
1,176,0,95,2,0,3,0,0,0,0,0,0
1,177,1,135,1,0,17,0,0,0,0,0,0
1,178,8,1089,4,1,75,0,0,0,0,0,0
1,179,10,892,3,1,384,3,0,0,0,0,0
1,180,1,9,0,0,9,0,0,0,0,0,0
1,181,0,18,0,0,2,0,0,0,0,0,0
1,182,0,32,0,0,4,0,0,0,0,0,0
1,183,0,37,0,0,4,0,0,0,0,0,0
1,184,0,45,0,0,2,0,0,0,0,0,0
1,185,0,12,0,0,0,0,0,0,0,0,0
1,186,0,47,0,0,13,0,0,0,0,0,0
1,187,8,562,5,1,30,0,0,0,0,0,0
1,188,4,342,2,0,139,0,0,0,0,0,0
1,189,0,7,1,0,1,0,0,0,0,0,0
1,190,0,17,0,0,2,0,0,0,0,0,0
1,191,0,34,1,0,3,0,0,0,0,0,0
1,192,3,229,1,0,12,0,0,0,0,0,0
1,193,1,93,1,0,7,0,0,0,0,0,0
1,194,0,9,0,0,0,0,0,0,0,0,0
1,195,0,9,1,0,0,0,0,0,0,0,0
1,196,0,2,0,0,1,0,0,0,0,0,0
1,197,0,7,0,0,2,0,0,0,0,0,0
1,198,0,12,0,0,0,0,0,0,0,0,0
1,199,0,2,0,0,0,0,0,0,0,0,0
1,200,0,10,0,0,2,0,0,0,0,0,0
1,201,0,80,1,0,10,0,0,0,0,0,0
1,202,0,2,0,0,0,0,0,0,0,0,0
1,203,0,5,0,0,2,1,0,0,0,0,0
1,204,0,61,0,0,8,0,0,0,0,0,0
1,205,1,28,0,0,1,0,0,0,0,0,0
1,206,0,7,0,0,0,0,0,0,0,0,0
1,207,1,18,0,0,0,0,0,0,0,0,0
1,208,0,36,0,0,9,0,0,0,0,0,0
1,209,1,77,2,0,27,1,0,0,0,0,0
1,210,0,70,0,0,9,0,0,0,0,0,0
1,211,0,7,0,0,0,0,0,0,0,0,0
1,212,2,154,0,0,30,0,0,0,0,0,0
1,213,0,35,1,0,3,0,0,0,0,0,0
1,214,3,248,2,0,1,0,0,0,0,0,0
1,215,0,81,0,0,0,0,0,0,0,0,0
1,216,1,233,1,0,0,0,0,0,0,0,0
1,217,0,1,0,0,1,0,0,0,0,0,0
1,218,0,62,0,0,19,0,0,0,0,0,0
1,219,0,95,0,0,5,0,0,0,0,0,0
1,220,0,3,0,0,0,0,0,0,0,0,0
1,221,0,49,0,0,5,0,0,0,0,0,0
1,222,1,243,1,0,37,0,0,0,0,0,0
1,223,0,40,0,0,6,0,0,0,0,0,0
1,224,0,7,0,0,1,0,0,0,0,0,0
1,225,0,12,0,0,4,0,0,0,0,0,0
1,226,0,36,0,0,4,0,0,0,0,0,0
1,227,0,121,0,0,24,0,0,0,0,0,0
1,228,1,275,3,0,48,0,0,0,0,0,0
1,229,0,1,0,0,0,0,0,0,0,0,0
1,230,1,10,0,0,1,0,0,0,0,0,0
1,231,0,3,0,0,0,0,0,0,0,0,0
1,232,0,22,0,0,4,0,0,0,0,0,0
1,233,8,299,2,1,5,0,0,0,0,0,0
1,234,6,146,0,1,18,1,0,0,0,0,0
1,235,2,21,0,0,8,0,0,0,0,0,0
1,236,1,113,0,0,38,0,0,0,0,0,0
1,237,0,24,0,0,5,0,0,0,0,0,0
1,238,0,8,0,0,3,0,0,0,0,0,0
1,239,0,10,0,0,2,0,0,0,0,0,0
1,240,0,36,1,0,5,0,0,0,0,0,0
1,241,412,0,0,48,0,0,0,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0
2,1,0,34,0,0,6,0,0,0,0,0,0
2,2,0,46,0,0,19,0,0,0,0,0,0
2,3,0,36,0,0,12,0,0,0,0,0,0
2,4,0,200,0,0,42,1,0,0,0,0,0
2,5,0,34,0,0,9,0,0,0,0,0,0
2,6,2,571,0,0,38,0,0,0,0,0,0
2,7,5,2349,15,0,301,1,0,0,0,0,0
2,8,4,2394,17,0,357,2,0,0,0,0,0
2,9,0,24,1,0,2,0,0,0,0,0,0
2,10,1,54,0,0,10,0,0,0,0,0,0
2,11,0,215,0,0,51,0,0,0,0,0,0
2,12,1,284,1,0,32,0,0,0,0,0,0
2,13,2,433,3,0,42,0,0,0,0,0,0
2,14,0,728,5,0,23,0,0,0,0,0,0
2,15,1,2424,25,1,259,0,0,0,0,0,0
2,16,15,8879,51,2,781,7,0,0,0,0,0
2,17,18,10180,62,0,1173,5,0,0,0,0,0
2,18,12,8051,50,1,1171,9,0,0,0,0,0
2,19,1,449,2,0,120,0,0,0,0,0,0
2,20,2,864,8,0,140,0,0,0,0,0,0
2,21,7,1604,10,1,384,3,0,0,0,0,0
2,22,0,60,0,0,9,0,0,0,0,0,0
2,23,0,96,1,0,23,0,0,0,0,0,0
2,24,0,5,0,0,3,0,0,0,0,0,0
2,25,0,416,2,0,55,0,0,0,0,0,0
2,26,0,107,0,0,24,0,0,0,0,0,0
2,27,1,429,5,0,66,1,0,0,0,0,0
2,28,0,150,1,0,39,0,0,0,0,0,0
2,29,3,1809,11,0,306,1,0,0,0,0,0
2,30,13,9032,52,1,1328,11,0,0,0,0,0
2,31,20,15382,95,3,1141,7,0,0,0,0,0
2,32,26,14223,94,2,1741,18,0,0,0,0,0
2,33,19,11980,92,2,1623,13,0,0,0,0,0
2,34,19,5601,31,4,592,5,0,0,0,0,0
2,35,8,3540,25,1,555,5,0,0,0,0,0
2,36,2,466,2,0,58,0,0,0,0,0,0
2,37,0,113,0,0,20,0,0,0,0,0,0
2,38,0,2,0,0,0,0,0,0,0,0,0
2,39,0,552,2,1,203,0,0,0,0,0,0
2,40,0,239,1,0,91,0,0,0,0,0,0
2,41,0,25,0,0,5,0,0,0,0,0,0
2,42,0,22,0,0,2,0,0,0,0,0,0
