time,state,patch1,patch2,patch3,patch4,patch5,patch6,patch7,patch8,patch9,patch10,patch11,patch12,patch13,patch14,patch15,patch16,patch17,patch18,patch19,patch20,patch21,patch22,patch23,patch24,patch25,patch26,patch27,patch28,patch29,patch30,patch31,patch32,patch33,patch34,patch35,patch36,patch37,patch38,patch39,patch40,patch41,patch42,patch43,patch44,patch45,patch46,patch47,patch48,patch49,patch50,patch51,patch52,patch53,patch54,patch55,patch56,patch57,patch58,patch59,patch60,patch61,patch62,patch63,patch64,patch65,patch66,patch67,patch68,patch69,patch70,patch71,patch72,patch73,patch74,patch75,patch76,patch77,patch78,patch79,patch80,patch81,patch82,patch83,patch84,patch85,patch86,patch87,patch88,patch89,patch90,patch91,patch92,patch93,patch94,patch95,patch96,patch97,patch98,patch99,patch100,patch101,patch102,patch103,patch104,patch105,patch106,patch107,patch108,patch109,patch110,patch111,patch112,patch113,patch114,patch115,patch116,patch117,patch118,patch119,patch120,patch121,patch122,patch123,patch124,patch125,patch126,patch127,patch128,patch129,patch130,patch131,patch132,patch133,patch134,patch135,patch136,patch137,patch138,patch139,patch140,patch141,patch142,patch143,patch144,patch145,patch146,patch147,patch148,patch149,patch150,patch151,patch152,patch153,patch154,patch155,patch156,patch157,patch158,patch159,patch160,patch161,patch162,patch163,patch164,patch165,patch166,patch167,patch168,patch169,patch170,patch171,patch172,patch173,patch174,patch175,patch176,patch177,patch178,patch179,patch180,patch181,patch182,patch183,patch184,patch185,patch186,patch187,patch188,patch189,patch190,patch191,patch192,patch193,patch194,patch195,patch196,patch197,patch198,patch199,patch200,patch201,patch202,patch203,patch204,patch205,patch206,patch207,patch208,patch209,patch210,patch211,patch212,patch213,patch214,patch215,patch216,patch217,patch218,patch219,patch220,patch221,patch222,patch223,patch224,patch225,patch226,patch227,patch228,patch229,patch230,patch231,patch232,patch233,patch234,patch235,patch236,patch237,patch238,patch239,patch240,patch241,patch242
163,Z,0.110026,0.149795,1.22067,0.999052,1.76827,0.275814,0.58795,7.46682,10.5703,0.0608963,0.378292,1.64553,0.825606,0.843486,0.0303705,6.35617,17.423,28.1607,34.7682,4.38657,4.87839,16.5173,0.243403,1.01137,0.101042,2.00193,0.720893,1.74882,1.54373,9.75491,37.5907,19.8097,49.1581,45.1955,18.2298,17.8332,2.14265,0.463597,3.3183e-09,8.9498,3.8637,0.242867,0.0440052,0.248581,12.7235,2.66444,29.5633,28.3867,43.8028,3.79658,2.02627,13.5347,0.416765,0.042559,0.110252,7.459e-10,0.548026,2.50567,12.1896,2.96632,0.324994,0.909432,12.2962,8.24825,10.8551,32.2265,5.76332,0.726118,0.299741,2.15349,0,0,3.16486,0.176364,33.1905,1.2278,3.18493,0.952476,1.49157,0.244491,2.71052,3.59575,3.8061,5.58178,20.5487,2.37994,2.58564,1.04782,1.34141,3.30038,3.04619e-09,8.38345,0.351215,8.56244,0.367357,0.0816375,1.27088e-09,0.632452,0.000473221,0.0188078,0.0205799,0.670803,1.32353e-09,0.205471,0.626953,0.404708,0.014832,0.228038,1.33729e-10,1.81811,0.169057,0.242228,0.585916,0.507555,1.56966e-10,4.38586e-10,1.08489,3.92276,0.0667818,0.0012336,0.580801,1.2938,0.300471,1.47034e-09,0.0718917,0.0769985,0.476127,1.19892,0.00285529,0.0879467,0.277091,0.0262358,0.137804,0.230789,0.350369,0.0138799,0,0.099809,0.000457918,0.0155363,0.825665,0.143563,0.575296,0.308785,0.108041,0.259067,0.0982847,0.357115,0.140412,0.553725,0.048521,0.247941,0.00131859,0.0212534,0.660392,0.812575,0.076978,0.112125,0.0367615,0.023725,0,0.0120506,0.176639,1.86545e-09,0.202621,0.942721,0.000643002,2.99257e-09,0.00257582,8.04101e-10,2.18788e-09,0.37493,1.21791e-08,4.89714e-09,1.51032,0.0925166,0.0179723,0.479843,1.47558,20.3459,1.36828,0.0355882,0.142757,0.173683,0.0230353,1.71628e-09,0.377548,0.295912,6.67754,0.00103637,0.0811755,0.0357105,0.300772,0.189515,9.2959e-08,1.83675e-09,0.0618043,0.0682397,0,3.75518e-10,0.102203,0.243738,2.15145e-10,0.0712835,0.251388,0.0244439,0.0446226,0,0.433842,1.32888,0.230597,0.00829757,0.955602,0.11827,0,0,0,0,0.517518,0.172722,1.16e-09,0.303285,1.76563,0.105652,4.96852e-05,0.0944549,0.115992,0.88659,1.75916,6.98457e-10,0.00928855,0.00313881,0.0907958,0,0.799783,0.223223,1.96337,0.252522,0.101084,0.14479,0.218277,0
164,M,0.804325,12.662,29.7949,19.5695,79.6169,17.115,69.9424,643.729,691.493,7.82526,20.1084,82.8505,67.203,87.7193,8.44118,606.069,1913.63,2665.06,2454.34,174.633,291.903,702.619,23.8593,44.895,3.58741,133.231,37.7682,119.445,65.482,610.656,2709.32,2703.14,3917.5,3537.86,1676.75,1199.94,150.597,40.7882,0.256126,293.368,136.558,14.5015,6.90401,37.4245,550.624,150.399,1984.47,2720.97,3675.75,656.895,404.255,1277.33,80.675,3.67331,26.0192,0.886087,9.87101,88.6527,401.07,158.161,16.3332,90.7424,949.883,977.602,1056.62,1582.43,834.468,113.768,26.935,264.319,0,0,498.57,57.474,997.512,37.6836,96.5639,85.5975,144.355,19.9196,168.849,514.473,331.278,472.948,1107.69,213.922,342.989,159.967,26.9888,118.913,1.51427,455.606,13.6855,334.898,11.5463,20.8833,2.0144,67.8164,2.64119,0.778955,4.77768,26.2675,0.125821,12.6434,24.6941,15.6343,9.69562,23.5579,0.0523348,520.694,16.682,13.6819,19.9238,13.3639,0.207643,0.138759,24.6331,61.4423,10.0605,7.46617,54.3832,49.5082,13.1647,1.80289,5.20243,12.8627,6.34383,23.9861,3.26951,6.39721,19.5422,12.181,30.8693,19.3471,81.5189,5.68545,0,39.0162,5.12669,4.68719,100.905,7.23415,49.7184,55.916,18.1572,37.277,11.9108,13.5033,4.97364,7.81683,43.6749,3.42934,2.51561,5.13296,38.739,36.73,2.93353,23.496,13.081,3.40018,0,1.04052,29.7101,1.26647,12.8454,93.8864,6.69498,1.63737,3.24203,0.636083,1.48508,33.711,5.79453,0.778127,64.1169,7.41482,19.8023,41.261,198.947,624.598,27.2701,5.88652,8.10409,5.1419,9.02595,3.61782,21.4189,42.6345,227.447,0.96026,7.06067,6.37568,45.8874,21.5157,2.70429,0.372845,2.63359,1.09655,0,0.261981,3.40601,16.3991,0.0309338,3.20081,23.2084,4.55166,2.97473,0,14.2258,53.8903,25.4055,1.21748,63.2953,10.731,0,0,0,0,25.6572,20.8191,0.739881,15.9693,95.412,9.7839,1.94388,7.8919,13.613,51.4299,102.359,0.189232,0.813436,4.20961,8.47882,0,75.408,9.90454,72.3331,7.06145,7.48442,3.37499,14.7691,0.000162174
164,Y,0.271302,0.561115,4.23942,3.41259,5.50128,0.916592,1.48814,24.0054,32.8752,0.174762,1.08019,4.70025,2.66751,2.58542,0.097822,20.7702,54.776,91.6417,109.41,14.5212,15.2881,51.0484,0.84133,3.05545,0.469544,6.17666,2.00207,5.58825,5.0446,31.4292,118.13,63.6754,155.461,144.468,58.6187,56.8449,7.0939,1.70124,2.68782e-09,28.32,12.0192,0.827995,0.124761,0.899781,42.8874,8.24324,94.1977,89.7266,140.931,12.4234,6.22378,43.297,1.23855,0.21746,0.353008,6.04179e-10,1.39127,7.58898,37.9905,9.08509,0.935924,2.98476,39.8755,25.6008,35.7892,102.403,18.789,2.62469,0.952334,7.0849,0,0,10.3153,0.603524,107.354,4.14308,11.0808,3.15011,4.74847,0.778339,8.52532,11.6271,12.7262,18.6122,64.165,7.71039,8.56809,3.38737,4.01321,10.529,2.46741e-09,25.938,0.993504,28.2491,1.00108,0.328531,1.02941e-09,2.03816,0.000425899,0.118808,0.0185219,2.55999,1.07206e-09,0.60238,2.00839,1.33445,0.085475,0.804731,0.00049694,5.67107,0.516333,0.795505,1.80222,2.01885,1.27143e-10,3.55255e-10,3.07362,11.1536,0.242021,0.00111024,1.61032,4.02471,0.846555,1.19098e-09,0.216066,0.178637,1.05933,3.70486,0.00700667,0.414256,0.883918,0.0851751,0.390434,0.808582,1.24134,0.0461846,0,0.297917,0.000412126,0.149275,2.58631,0.366406,1.67306,1.10852,0.353672,0.894598,0.413426,1.08878,0.357501,1.3506,0.121308,0.616218,0.00118673,0.062126,2.1507,2.63877,0.236447,0.305873,0.110805,0.138135,0,0.0108456,0.495421,1.51102e-09,0.506701,3.37631,0.0356554,2.42398e-09,0.00231824,6.51322e-10,1.77219e-09,1.2585,9.86507e-09,3.96669e-09,4.39831,0.232492,0.0270315,1.49599,4.56368,62.5286,4.85685,0.126814,0.470783,0.453834,0.0624093,1.39018e-09,1.03425,0.90493,20.787,0.000932733,0.183005,0.102739,0.828879,0.593205,0.0333903,1.48777e-09,0.277744,0.133681,0,3.0417e-10,0.216665,0.669715,1.74267e-10,0.200643,0.818834,0.0688289,0.166369,0,1.20533,4.67347,0.681741,0.00746781,3.27441,0.386465,0,0,0,0,1.47485,0.637955,9.39602e-10,0.953947,5.24075,0.371947,4.47162e-05,0.393762,0.290526,3.0371,4.89228,5.65751e-10,0.0541457,0.00282493,0.282838,0,2.50616,0.733354,6.27047,0.623033,0.530902,0.32489,0.855845,0
164,Z,0.118066,0.150365,1.24243,0.992894,1.76547,0.272559,0.584027,7.47102,10.5699,0.06121,0.380255,1.63152,0.83098,0.838216,0.030534,6.3813,17.3955,28.11,34.7308,4.38622,4.86427,16.4393,0.237456,1.00776,0.0981817,1.99316,0.714961,1.73178,1.54897,9.75332,37.4775,19.8218,49.1948,45.2411,18.215,17.7959,2.15002,0.46616,2.98647e-09,8.93649,3.83972,0.238528,0.0431482,0.252496,12.7633,2.66468,29.6327,28.3471,43.8316,3.801,2.01803,13.516,0.414654,0.0470566,0.10958,6.7131e-10,0.543541,2.49191,12.1335,2.97241,0.322335,0.909521,12.3132,8.2366,10.8927,32.2585,5.77106,0.734665,0.303206,2.15835,0,0,3.16604,0.177207,33.252,1.22657,3.19491,0.951759,1.49468,0.245325,2.70969,3.57809,3.80951,5.59122,20.5241,2.37069,2.58986,1.04413,1.35337,3.29756,2.74157e-09,8.36358,0.34877,8.61828,0.361419,0.0844472,1.14379e-09,0.62614,0.000425899,0.0236411,0.0185219,0.689674,1.19117e-09,0.207375,0.641206,0.399444,0.0170072,0.230805,1.20356e-10,1.81453,0.168781,0.240137,0.582734,0.508146,1.4127e-10,3.94727e-10,1.09022,3.89537,0.0673358,0.00111024,0.580655,1.27968,0.299516,1.32331e-09,0.0715449,0.0750263,0.45926,1.18748,0.00271267,0.0847995,0.275902,0.0259125,0.135803,0.232322,0.355462,0.0136696,0,0.0988504,0.000412127,0.0156885,0.822595,0.142839,0.575806,0.31365,0.10851,0.253457,0.102544,0.357014,0.139352,0.548476,0.0467688,0.246737,0.00118673,0.020676,0.651635,0.804326,0.0760867,0.11165,0.0365123,0.0233851,0,0.0108456,0.1738,1.67891e-09,0.196246,0.962694,0.000578701,2.69332e-09,0.00231824,7.23691e-10,1.9691e-09,0.3695,1.09612e-08,4.40743e-09,1.50334,0.0919718,0.0161751,0.480722,1.46621,20.3473,1.35699,0.0351547,0.143746,0.175559,0.0226252,1.54465e-09,0.370985,0.300624,6.6532,0.000932733,0.0788092,0.034341,0.297209,0.192449,8.36631e-08,1.65307e-09,0.0600605,0.0659178,0,3.37966e-10,0.102105,0.240379,1.9363e-10,0.069286,0.249249,0.023975,0.0450361,0,0.425195,1.33463,0.237922,0.00746781,0.958464,0.115337,0,0,0,0,0.508885,0.174428,1.044e-09,0.308506,1.77128,0.107195,4.47166e-05,0.0930045,0.110654,0.886529,1.73559,6.28612e-10,0.0107761,0.00282493,0.0911101,0,0.799574,0.231224,1.94603,0.250552,0.0983114,0.14203,0.220047,0
165,M,0.723893,12.2958,30.4154,17.6125,80.6552,15.4035,70.1481,646.856,692.544,7.04274,23.4975,80.8655,65.8827,83.4473,9.39707,601.262,1901.36,2631.65,2450.1,176.97,298.713,709.757,22.3734,44.9055,3.22867,134.308,40.2913,121,67.9338,617.99,2703.89,2709.12,3895.65,3526.98,1656.68,1187.94,151.737,36.7094,0.230514,290.131,137.302,13.0514,6.21361,39.0821,536.062,151.559,1997.52,2708.97,3668.17,655.105,411.53,1275.59,82.5075,3.30598,25.2173,0.797479,10.6839,90.5874,400.563,154.945,16.4998,87.0682,929.595,977.042,1071.56,1581.69,830.221,112.292,26.9415,262.187,0,0,504.513,55.3266,1007.56,37.5153,94.1075,84.2377,140.72,25.1277,169.964,524.226,319.75,467.053,1120.22,212.329,332.09,160.171,30.59,120.522,1.36284,452.345,14.1169,333.808,11.2916,19.695,1.81296,69.1348,2.37707,0.701059,4.29991,24.5407,0.113239,14.0791,25.8247,15.8709,8.72606,23.0021,0.0471013,514.524,18.6138,14.1137,19.7314,12.0275,0.186879,0.124883,25.7698,59.7981,9.95446,8.51955,51.6449,49.0574,13.6482,2.5226,4.68219,13.3764,5.70944,24.2875,2.94256,7.55748,19.3879,11.8629,30.4824,17.4124,77.867,6.0169,0,44.1146,5.51402,4.21847,99.8148,6.51074,50.1466,52.1244,16.3414,37.1493,10.7197,13.053,4.47627,7.93514,41.1074,3.08641,3.16405,5.51967,37.5651,36.657,2.64018,24.7464,12.6729,3.06016,0,1.83647,30.3391,1.13982,14.2609,96.1977,7.82548,1.47363,2.91782,0.572475,1.33657,32.1399,6.11508,0.700314,60.4052,8.47334,18.7221,41.6349,201.552,625.138,29.9431,6.19787,7.29368,5.52771,9.92336,3.25604,23.777,43.771,228.102,2.66423,7.25461,6.63811,47.5987,22.9641,4.23387,0.33556,2.37023,0.986898,0,0.235783,3.96541,18.3592,0.0278404,4.68073,21.7875,4.09649,2.67726,0,14.6032,51.2012,25.565,1.99574,60.5658,11.4579,0,0,0,0,25.7915,22.3371,1.56589,14.3724,99.3708,8.80551,1.74949,8.00271,12.2517,48.9869,102.923,0.170308,0.732092,3.78865,8.53094,0,78.6672,9.81409,74.0998,6.3553,6.73598,3.03749,15.0922,0.000145957
165,Y,0.253886,0.566225,4.22982,3.33307,5.48206,0.925739,1.45605,23.9914,32.8363,0.178737,1.07517,4.71708,2.69117,2.574,0.0995119,20.8096,54.6938,91.6096,109.277,14.5881,15.302,51.0053,0.848663,3.04175,0.465207,6.1624,1.99825,5.61653,5.08351,31.4508,118.105,63.7612,155.29,144.326,58.6182,56.855,7.08587,1.68222,2.41904e-09,28.3312,12.0301,0.828262,0.12464,0.915144,43.0003,8.18884,94.2669,89.6145,141.046,12.4321,6.22915,43.4414,1.23027,0.217943,0.350237,5.43761e-10,1.35498,7.6089,37.9249,9.03764,0.932921,2.99599,39.7746,25.5915,35.8406,102.276,18.7416,2.6454,0.949538,7.07276,0,0,10.3434,0.613888,107.447,4.13787,11.0212,3.16152,4.72342,0.793252,8.50325,11.7264,12.72,18.572,64.158,7.70844,8.5933,3.39412,4.00594,10.5827,2.22067e-09,25.8158,1.00441,28.2078,1.00618,0.33194,9.2647e-10,2.04728,0.000383309,0.114948,0.0166697,2.52914,9.64851e-10,0.610673,1.99703,1.35827,0.0854711,0.796701,0.000558393,5.67269,0.513703,0.815909,1.81409,2.04253,1.14429e-10,3.19729e-10,3.07083,11.0769,0.246673,0.000999219,1.58482,4.05427,0.855573,1.07188e-09,0.214654,0.175641,1.04329,3.66224,0.00686694,0.445575,0.865805,0.0853365,0.385928,0.810466,1.24641,0.0457147,0,0.289676,0.000370913,0.157977,2.59331,0.353606,1.64731,1.11678,0.34996,0.906264,0.424468,1.08284,0.349794,1.31759,0.119491,0.595612,0.00106806,0.0630515,2.17151,2.64654,0.22591,0.302315,0.108983,0.137533,0,0.00976101,0.487626,1.35992e-09,0.506857,3.36881,0.0396049,2.18159e-09,0.00208641,5.86189e-10,1.59497e-09,1.29095,8.87856e-09,3.57002e-09,4.38103,0.23638,0.0243284,1.47606,4.5989,62.4431,4.95654,0.127821,0.463452,0.442071,0.0650488,1.25117e-09,1.02655,0.884494,20.7872,0.00083946,0.179061,0.10572,0.835287,0.578856,0.0300512,1.33899e-09,0.278593,0.128113,0,2.73753e-10,0.208881,0.656679,1.56841e-10,0.203361,0.819455,0.0677817,0.164356,0,1.16996,4.67758,0.665389,0.00672103,3.26269,0.382431,0,0,0,0,1.49041,0.646111,8.45641e-10,0.92821,5.20667,0.374643,4.02446e-05,0.398637,0.299811,3.05918,4.86492,5.09175e-10,0.0518063,0.00254243,0.281369,0,2.48478,0.716436,6.30261,0.6194,0.553849,0.316225,0.866933,0
165,Z,0.122936,0.149265,1.27249,0.984072,1.7811,0.267043,0.575593,7.4791,10.5572,0.0608334,0.379292,1.60855,0.837432,0.832973,0.0304866,6.40405,17.353,28.1014,34.6918,4.38126,4.87162,16.3318,0.234253,1.00439,0.0980759,1.98379,0.70786,1.72339,1.54917,9.77528,37.393,19.8436,49.1659,45.2476,18.2131,17.7666,2.16108,0.474076,2.68782e-09,8.95017,3.82928,0.23454,0.0421683,0.255543,12.7945,2.6653,29.6716,28.2998,43.9025,3.80886,2.00978,13.513,0.412793,0.0501729,0.110267,6.04179e-10,0.537675,2.47627,12.0879,2.97978,0.317209,0.908699,12.3426,8.22417,10.9401,32.2931,5.7926,0.740112,0.306248,2.17686,0,0,3.17338,0.178816,33.347,1.21737,3.22655,0.946956,1.49502,0.243447,2.70763,3.56807,3.81035,5.59655,20.4664,2.3676,2.59636,1.04529,1.36051,3.29665,2.46741e-09,8.34299,0.341737,8.65368,0.355353,0.08653,1.02941e-09,0.62273,0.000383309,0.0271973,0.0166697,0.706625,1.07206e-09,0.208213,0.653331,0.393798,0.0185958,0.236265,1.08321e-10,1.80745,0.16952,0.238001,0.583557,0.508761,1.27143e-10,3.55255e-10,1.08988,3.85957,0.0688072,0.000999219,0.573627,1.26897,0.295584,1.19098e-09,0.0705208,0.0741754,0.440408,1.19364,0.00256937,0.081368,0.276181,0.0253899,0.134568,0.229938,0.358124,0.0139783,0,0.0986744,0.000370914,0.0181899,0.821668,0.140759,0.573527,0.319035,0.10858,0.249827,0.10492,0.353081,0.13984,0.538317,0.0451496,0.242952,0.00106806,0.020381,0.640894,0.800618,0.0759203,0.111424,0.0366622,0.0228681,0,0.00976101,0.170247,1.51102e-09,0.188803,0.981825,0.000520831,2.42398e-09,0.00208641,6.51322e-10,1.77219e-09,0.363502,9.86507e-09,3.96669e-09,1.49295,0.0908076,0.0145576,0.480651,1.45155,20.3547,1.3786,0.0358729,0.144581,0.178094,0.0225419,1.39018e-09,0.367957,0.305286,6.62258,0.00083946,0.0760944,0.0329376,0.290575,0.195271,0.000938323,1.48777e-09,0.0579935,0.0628912,0,3.0417e-10,0.0979155,0.237347,1.74267e-10,0.0669517,0.247305,0.0234143,0.0465294,0,0.417487,1.34242,0.242594,0.00672103,0.967181,0.112868,0,0,0,0,0.500852,0.178364,9.39602e-10,0.311489,1.76418,0.107333,4.0245e-05,0.0924922,0.107171,0.88496,1.7139,5.65751e-10,0.0118607,0.00254243,0.0922563,0,0.797985,0.234844,1.94566,0.246199,0.097317,0.13829,0.219567,0
166,M,1.5515,12.8662,31.8739,18.5513,85.1897,14.7632,70.3333,638.871,697.089,7.23846,23.8478,78.1789,66.4944,86.8026,10.2574,605.936,1918.23,2630.39,2458.89,183.573,310.242,715.282,21.936,44.9149,3.8058,138.877,42.5622,122.4,69.2405,609.291,2703.5,2723.51,3879.58,3509.08,1651.21,1180.75,151.863,35.7385,0.207462,281.818,135.272,12.6462,5.59225,38.7739,531.956,149.903,2027.27,2729.67,3656.86,648.095,398.277,1275.83,83.2567,2.97538,24.4956,0.717731,12.3155,86.9287,402.807,157.451,17.5499,87.3613,952.735,963.038,1072.4,1601.72,826.399,111.862,26.9474,258.469,0,0,507.161,52.4939,1011.21,35.5638,102.697,85.714,141.948,24.4149,171.868,515.903,315.675,463.548,1110.8,214.497,329.481,156.754,27.531,121.07,1.22656,456.611,13.6052,330.127,11.0625,19.5255,1.63167,68.5213,2.13937,0.630953,3.86992,26.5867,0.101915,15.3712,25.0422,15.1838,7.85345,22.5019,0.0423912,515.272,16.7524,14.5023,18.6582,12.6248,0.168191,0.112395,24.9928,61.9183,10.759,7.66759,51.8804,52.2517,13.1834,4.07034,5.11397,13.8388,5.1385,22.7588,4.4483,6.80174,21.9492,12.4766,29.2341,17.4711,78.1803,5.41521,0,45.1031,6.76262,3.79662,100.633,5.85966,49.6319,52.312,17.4073,38.8344,10.5477,13.5477,4.02865,8.04163,41.4966,2.77777,2.84764,5.8677,34.7086,36.5913,2.37616,22.2718,12.3056,2.75415,0,1.65282,27.3052,1.02584,15.5348,96.478,7.94293,1.32627,3.52604,0.515227,1.20292,32.5259,5.50357,0.630283,57.9647,8.526,19.5498,43.7714,198.497,622.024,30.5488,5.57808,7.46431,4.97494,9.83102,2.93043,24.0993,43.8939,220.592,2.39781,8.32915,7.7743,44.6388,21.5677,4.71048,0.302004,2.13321,0.888208,0,0.212205,3.56887,17.4233,0.0250564,5.11265,22.3088,4.58684,2.40953,0,14.9429,50.5811,29.3085,1.79616,59.0092,11.2121,0,0,0,0,25.9124,21.9034,1.4093,14.7352,95.7337,8.82496,1.57454,7.20244,13.7265,48.5882,100.731,0.153278,0.658883,3.40979,7.67784,0,80.7005,10.6327,72.0898,6.61977,6.06238,2.73374,15.3829,0.000131361
166,Y,0.255288,0.573762,4.26153,3.2657,5.47321,0.929486,1.42753,23.9249,32.8159,0.182912,1.07227,4.71878,2.71517,2.56697,0.102625,20.8295,54.6417,91.58,109.153,14.7271,15.3784,51.0431,0.850787,3.04418,0.470128,6.16465,2.02117,5.64011,5.12944,31.4556,118.029,63.8915,155.168,144.252,58.5724,56.7477,7.09358,1.65051,2.17713e-09,28.2692,12.0241,0.825766,0.123273,0.928595,43.001,8.14267,94.4402,89.6108,141.05,12.4107,6.21867,43.5937,1.2239,0.216012,0.346804,4.89385e-10,1.34047,7.58886,37.8331,8.99778,0.934948,2.99642,39.7849,25.5568,35.9184,102.327,18.69,2.65798,0.94705,7.02718,0,0,10.3639,0.620085,107.605,4.1096,11.0558,3.17766,4.70588,0.803917,8.48043,11.8033,12.6977,18.5182,64.0601,7.70645,8.60971,3.39225,3.93893,10.636,1.9986e-09,25.7718,1.00987,28.0991,1.0084,0.33414,8.33823e-10,2.05464,0.000344978,0.110574,0.0150027,2.52237,8.68366e-10,0.624639,1.97075,1.37212,0.0846057,0.787872,0.000602347,5.66792,0.505832,0.834401,1.81327,2.07656,1.02986e-10,2.87756e-10,3.05807,11.0453,0.253231,0.000899297,1.56128,4.11099,0.860251,9.64693e-10,0.215333,0.173468,1.01833,3.58265,0.00703288,0.465825,0.859247,0.0857706,0.391903,0.810784,1.25117,0.0448958,0,0.282802,0.000333822,0.163323,2.60019,0.340688,1.63529,1.12463,0.348325,0.921423,0.433485,1.07901,0.339883,1.28996,0.118018,0.572366,0.00096125,0.0643381,2.1733,2.65296,0.219819,0.296164,0.107241,0.136313,0,0.00878491,0.475958,1.22392e-09,0.51298,3.36516,0.0432693,1.96343e-09,0.00187777,5.2757e-10,1.43547e-09,1.31385,7.9907e-09,3.21302e-09,4.33695,0.240041,0.0218955,1.46506,4.635,62.2395,5.05807,0.127331,0.463141,0.431136,0.0675391,1.12605e-09,1.01934,0.863065,20.7646,0.000755514,0.178566,0.111517,0.842729,0.570624,0.0270461,1.20509e-09,0.276147,0.122257,0,2.46378e-10,0.20044,0.648504,1.41156e-10,0.207981,0.822055,0.0673241,0.161005,0,1.14047,4.67934,0.658478,0.00604893,3.25146,0.378046,0,0,0,0,1.50513,0.651993,7.61077e-10,0.908363,5.16937,0.378102,3.62201e-05,0.398369,0.312855,3.05606,4.83306,4.58258e-10,0.0499318,0.00228819,0.276363,0,2.48683,0.706348,6.34483,0.62761,0.55992,0.3094,0.883094,0
166,Z,0.125246,0.150349,1.29876,0.980182,1.79242,0.261767,0.569081,7.48441,10.545,0.0608183,0.383128,1.57888,0.839032,0.830467,0.0303817,6.42039,17.3018,28.1481,34.6677,4.36914,4.86176,16.2434,0.233408,0.999187,0.0969084,1.9781,0.70308,1.72081,1.54837,9.81355,37.3552,19.8517,49.1367,45.274,18.2026,17.7347,2.17335,0.487453,2.41904e-09,8.94097,3.81418,0.232168,0.0414918,0.257585,12.7939,2.66471,29.7367,28.2614,43.9752,3.82356,1.99742,13.4955,0.414555,0.052145,0.110703,5.43761e-10,0.534582,2.45671,12.0676,2.99041,0.312782,0.907423,12.3663,8.2107,10.9937,32.3706,5.81898,0.74137,0.304758,2.18735,0,0,3.18414,0.181055,33.3633,1.22032,3.27915,0.954,1.49412,0.243154,2.72139,3.56349,3.81633,5.61227,20.4081,2.37017,2.60705,1.04592,1.36525,3.30689,2.22067e-09,8.3098,0.332413,8.66005,0.346636,0.0883742,9.2647e-10,0.62636,0.000344978,0.029698,0.0150027,0.728177,9.64851e-10,0.207535,0.660473,0.384965,0.0200448,0.239897,9.74885e-11,1.79523,0.170173,0.233743,0.577636,0.509389,1.14429e-10,3.19729e-10,1.08475,3.81731,0.0710042,0.000899297,0.566649,1.25071,0.28991,1.07188e-09,0.0702322,0.0719065,0.420207,1.20893,0.00258858,0.0792484,0.275905,0.0249121,0.133645,0.230344,0.360001,0.0140789,0,0.0988833,0.000333823,0.0200177,0.826749,0.137609,0.569971,0.321929,0.108635,0.250489,0.106317,0.348587,0.138706,0.532672,0.0437563,0.237151,0.00096125,0.0203173,0.62799,0.799721,0.075411,0.111922,0.0368542,0.0246232,0,0.00878491,0.168248,1.35992e-09,0.185158,0.996438,0.000468748,2.18159e-09,0.00187777,5.86189e-10,1.59497e-09,0.362014,8.87856e-09,3.57002e-09,1.48202,0.0885419,0.0131018,0.478255,1.445,20.3671,1.38979,0.0360873,0.143735,0.177299,0.0222473,1.25117e-09,0.362379,0.310085,6.59978,0.000755514,0.0736702,0.0332102,0.284654,0.198201,0.00168549,1.33899e-09,0.05744,0.0597819,0,2.73753e-10,0.0974451,0.234383,1.56841e-10,0.0658003,0.247281,0.0227826,0.0472424,0,0.415772,1.34896,0.246447,0.00604893,0.975803,0.111401,0,0,0,0,0.493436,0.180801,8.45641e-10,0.315174,1.74768,0.108415,3.62205e-05,0.0936325,0.103916,0.882276,1.68667,5.09175e-10,0.0124804,0.00228819,0.0931474,0,0.797876,0.236571,1.9553,0.239988,0.104582,0.133217,0.223165,0
