time,state,patch1,patch2,patch3,patch4,patch5,patch6,patch7,patch8,patch9,patch10,patch11,patch12,patch13,patch14,patch15,patch16,patch17,patch18,patch19,patch20,patch21,patch22,patch23,patch24,patch25,patch26,patch27,patch28,patch29,patch30,patch31,patch32,patch33,patch34,patch35,patch36,patch37,patch38,patch39,patch40,patch41,patch42,patch43,patch44,patch45,patch46,patch47,patch48,patch49,patch50,patch51,patch52,patch53,patch54,patch55,patch56,patch57,patch58,patch59,patch60,patch61,patch62,patch63,patch64,patch65,patch66,patch67,patch68,patch69,patch70,patch71,patch72,patch73,patch74,patch75,patch76,patch77,patch78,patch79,patch80,patch81,patch82,patch83,patch84,patch85,patch86,patch87,patch88,patch89,patch90,patch91,patch92,patch93,patch94,patch95,patch96,patch97,patch98,patch99,patch100,patch101,patch102,patch103,patch104,patch105,patch106,patch107,patch108,patch109,patch110,patch111,patch112,patch113,patch114,patch115,patch116,patch117,patch118,patch119,patch120,patch121,patch122,patch123,patch124,patch125,patch126,patch127,patch128,patch129,patch130,patch131,patch132,patch133,patch134,patch135,patch136,patch137,patch138,patch139,patch140,patch141,patch142,patch143,patch144,patch145,patch146,patch147,patch148,patch149,patch150,patch151,patch152,patch153,patch154,patch155,patch156,patch157,patch158,patch159,patch160,patch161,patch162,patch163,patch164,patch165,patch166,patch167,patch168,patch169,patch170,patch171,patch172,patch173,patch174,patch175,patch176,patch177,patch178,patch179,patch180,patch181,patch182,patch183,patch184,patch185,patch186,patch187,patch188,patch189,patch190,patch191,patch192,patch193,patch194,patch195,patch196,patch197,patch198,patch199,patch200,patch201,patch202,patch203,patch204,patch205,patch206,patch207,patch208,patch209,patch210,patch211,patch212,patch213,patch214,patch215,patch216,patch217,patch218,patch219,patch220,patch221,patch222,patch223,patch224,patch225,patch226,patch227,patch228,patch229,patch230,patch231,patch232,patch233,patch234,patch235,patch236,patch237,patch238,patch239,patch240,patch241,patch242
23,M,2.12318,12.7593,23.8334,28.2136,79.478,14.678,58.1623,642.306,708.107,3.8957,20.4517,75.892,67.5404,79.5735,11.5084,571.879,1897.3,2598.49,2474.92,170.471,300.098,743.271,23.6318,50.179,2.70703,138.694,37.0337,127.943,73.0239,578.441,2669.96,2670.91,3861.31,3517.38,1658.43,1231.77,167.132,33.3572,1.39079,295.098,123.122,13.3385,4.55982,46.3672,506.192,169.774,2063.61,2718.2,3783.99,634.82,397.104,1274.21,78.7567,1.43186,30.2542,1.22639,13.0005,83.5774,401.838,156.175,22.8408,85.2388,972.582,965.202,1048.32,1597.3,838.825,113.691,22.7389,270.956,0,0,516.194,56.8473,1003.81,33.0397,86.3638,91.715,143.956,23.368,185.831,473.444,310.069,484.587,1141.94,197.616,330.879,146.853,28.9239,117.392,2.04058,479.937,13.0676,312.314,9.65678,18.7717,1.38881,64.3036,4.01378,0.618381,3.64531,22.4716,0.314577,10.1982,28.9365,12.4448,9.81129,29.0572,0.00224661,502.957,17.7864,15.1681,19.4418,7.28405,0.0312362,1.24464,29.6072,68.6246,15.1765,6.41748,66.424,46.2119,14.5409,1.57271,6.02499,15.6671,7.02983,27.7202,2.86521,7.7574,21.344,13.6433,23.0958,15.2614,65.6513,3.92363,0,37.295,3.3499,2.25798,86.8979,8.94654,49.7055,46.7049,15.5776,32.07,9.82076,12.7754,3.38044,11.0478,36.408,5.65218,0.197907,8.27553,30.0621,30.6101,5.11678,27.227,11.8621,2.60365,0,1.82485,20.9791,0.717894,11.1001,90.9946,9.9954,0.235861,1.66971,0.559764,1.01487,25.0282,4.96187,2.37943,72.1609,6.28703,21.8807,28.9528,199.705,660.838,27.3317,4.44962,12.0561,10.2609,6.70555,3.19837,23.9328,46.6704,242.041,1.55837,5.06556,5.09806,50.0224,20.2168,2.55261,3.89551,0.311239,1.29425,0,0.346594,1.93371,24.8843,0.725761,1.26596,21.8872,3.74659,0.557684,0,15.5065,59.4923,25.3127,1.84011,76.7483,11.1488,0,0,0,0,32.3199,21.1586,1.76842,20.7448,106.27,11.0076,1.17855,4.02228,14.2441,60.2127,92.1136,0.504204,0.0428555,0.27924,8.82065,0,66.5891,10.9688,65.7218,5.93571,2.81446,6.89915,10.6958,458.974
23,Y,0.00530415,0.410088,2.82709,2.39469,4.99371,1.05244,1.68423,25.7458,32.7504,0.164037,1.40248,4.80766,2.68015,2.66782,0.0889177,20.0706,55.408,97.1906,111.85,13.9044,15.5821,49.6228,0.900272,3.42689,0.212036,6.40605,2.3058,5.92213,5.09172,29.4517,121.459,65.7825,154.905,149.98,57.7595,58.3407,6.39417,1.78144,0.00760687,26.1366,11.9414,0.710597,0.170466,0.732001,38.7858,9.23192,101.585,90.454,146.343,12.7619,7.73682,44.6258,1.28009,0.00639529,0.603591,0.0017099,1.54842,7.96784,38.8758,10.2493,1.40153,3.20892,39.5528,28.3151,39.0129,103.353,20.0066,2.71878,0.988708,6.9586,0,0,10.218,0.689386,103.661,3.26219,9.8543,3.70245,5.09187,0.961279,8.31632,12.745,13.2999,18.135,67.531,7.53451,9.47708,3.0986,2.76141,10.5611,0.00698309,25.9761,0.643096,25.6756,0.74758,0.364073,0.00291337,2.71144,0.00279112,0.144137,0.198883,1.88175,0.00303406,0.747594,1.55769,1.07623,0.0856279,0.675125,0.00015681,5.73814,0.253302,1.26813,1.77699,1.20714,0.000359831,0.00100542,4.01679,8.07488,0.380511,0.0914549,2.82248,3.36467,1.34838,0.00337062,0.102621,0.174136,0.595999,4.48441,0.0076276,0.34993,0.752022,0.133299,1.31723,0.765913,0.847103,0.0148901,0,0.239115,0.615365,0.113234,2.80996,0.608258,2.68899,1.05812,0.24626,1.19261,0.410728,0.805524,0.242864,0.988569,0.221335,0.416208,0.0880578,0.219691,1.8362,2.58802,0.284941,0.327691,0.217186,0.0586362,0,0.118557,0.439217,0.00427637,0.695203,3.7506,0.118515,0.00686019,0.230795,0.00184332,0.00501551,0.659504,0.0279194,0.0112262,3.91116,0.363649,0.219943,1.3996,4.88041,63.4545,4.44298,0.150606,0.530004,0.397438,0.126338,0.0039344,1.70949,0.972998,21.7631,0.00493603,0.33027,0.198591,0.933427,0.670279,0.011331,0.00421057,0.0384602,0.11845,0,0.00086084,0.152029,0.98612,0.000493199,0.280862,0.972387,0.0718807,0.00338236,0,1.1202,5.24252,0.890932,0.00608884,3.44707,0.304821,0,0,0,0,2.19999,0.412574,0.00265919,0.729313,5.08524,0.528796,0.0452834,0.421829,0.507476,2.73888,4.98468,0.00160115,0.0042508,0.00687485,0.404662,0,3.25746,1.04086,5.69285,0.420441,0.270345,0.318884,0.543928,0
23,Z,0.0058935,0.183706,0.873642,0.840538,1.63249,0.261102,0.573486,8.94347,10.7296,0.0525459,0.368759,1.82523,0.908005,0.929713,0.0315683,6.84526,19.2216,33.7228,38.9075,4.58306,5.69084,16.6084,0.340646,1.13833,0.0820127,2.07166,0.789008,1.94716,1.68949,9.89357,41.5227,22.7603,52.8768,52.2986,19.6217,20.2383,2.24714,0.612473,0.00845208,8.93197,4.27809,0.297941,0.0737862,0.293964,13.5513,2.9838,34.0256,31.2482,50.1398,4.44679,2.65428,14.9089,0.432507,0.00710587,0.209689,0.00189989,0.45993,2.75573,13.1454,3.40674,0.40102,1.09602,13.4188,9.62305,13.5084,34.8366,6.87975,0.874281,0.34497,2.39331,0,0,3.55615,0.245632,34.88,1.0937,3.14228,1.36836,1.68923,0.295641,2.87695,4.36528,4.61957,6.18665,22.9878,2.87765,3.19287,1.05745,0.815772,3.6736,0.00775899,9.10594,0.230637,8.54067,0.257948,0.126489,0.00323707,0.919434,0.00310125,0.0245283,0.0633157,0.742511,0.00337118,0.27284,0.540912,0.346523,0.0312856,0.217296,9.48636e-05,1.90134,0.0803703,0.379472,0.520371,0.417505,0.000399812,0.00111713,1.15098,2.66649,0.11808,0.0311236,0.967933,1.1751,0.499307,0.00374514,0.0355097,0.0525757,0.211271,1.49134,0.00533179,0.115708,0.299761,0.0659106,0.412471,0.242041,0.285257,0.00681659,0,0.0868066,0.176818,0.030409,0.969937,0.167379,0.920662,0.328172,0.0890517,0.480597,0.190129,0.266465,0.115762,0.383362,0.117238,0.119849,0.0623823,0.0527337,0.569193,0.91926,0.0487737,0.109108,0.103978,0.0226261,0,0.0386127,0.173869,0.00475153,0.285229,1.08364,0.0544158,0.00762243,0.0824067,0.00204814,0.00557279,0.312877,0.0310216,0.0124736,1.28828,0.123506,0.0697709,0.51096,1.61925,21.9541,1.3066,0.0698618,0.139377,0.0912203,0.0469956,0.00437156,0.651288,0.33232,7.1362,0.00523279,0.097471,0.0701337,0.362932,0.203716,0.01259,0.00467841,0.0277187,0.0348003,0,0.000956489,0.0423407,0.282473,0.000547999,0.107928,0.317593,0.0333002,0.00375818,0,0.403074,1.6827,0.37843,0.00676538,1.09236,0.140418,0,0,0,0,0.744193,0.181785,0.00295466,0.233967,1.65456,0.160672,0.0251093,0.157613,0.186199,0.988501,1.91205,0.00177905,0.00302518,0.00751871,0.124162,0,1.09867,0.355502,2.11456,0.151611,0.112628,0.103957,0.144762,0
24,M,1.91086,12.3833,23.2501,27.1923,74.2302,15.0102,58.6461,637.475,701.197,4.40613,20.2065,76.4028,67.9863,81.5161,10.3576,578.591,1876.77,2587.04,2452.43,174.124,302.488,745.444,23.0687,47.8611,2.43633,135.625,34.2304,128.649,70.2215,572.797,2675.66,2678.32,3904.48,3524.74,1648.29,1227.4,165.719,32.7215,1.25171,296.188,118.01,13.8046,4.10384,45.3305,498.773,170.797,2074.15,2737.08,3779.09,637.038,401.494,1264.69,83.4811,1.28867,31.7288,2.00375,13.5004,86.0196,399.454,154.957,21.4567,83.015,970.724,962.282,1046.99,1595.07,838.643,114.022,23.165,271.761,0,0,511.375,56.5626,991.628,32.4357,85.8274,87.0435,146.66,22.8312,196.948,480.1,306.062,500.028,1132.14,194.955,323.891,145.668,29.6315,118.253,1.83652,467.043,12.6608,309.883,8.69111,18.6945,1.24993,65.9732,4.5124,0.556543,4.18078,23.8244,1.18312,10.0784,26.9429,14.8004,10.6302,27.0515,0.00202195,498.561,17.8077,16.3512,18.3976,8.35564,0.0281126,2.02017,30.2464,68.0622,15.4589,9.37573,67.8816,46.9907,13.0868,1.41544,5.42249,17.7004,7.22684,28.5482,2.57869,7.88166,21.0096,13.1789,24.3862,14.6353,61.7861,4.43126,0,38.0655,3.01491,2.03218,93.5081,8.05189,57.3349,47.4344,14.0199,37.863,9.73869,11.4978,3.9424,10.843,40.8672,5.08696,0.178116,8.34798,32.4559,32.0491,4.60511,25.4043,11.5759,2.34328,0,2.54236,19.7812,0.646104,9.99007,88.1952,9.89586,0.212275,1.50274,0.503787,0.913381,24.3254,5.36568,2.14148,72.1448,6.55833,23.2927,31.4575,199.535,660.454,26.3985,4.90466,12.6505,10.1348,6.035,2.87853,26.0395,44.7033,235.836,1.40253,5.45901,5.48826,46.8201,19.9951,2.29735,4.40596,0.280115,2.06482,0,0.311935,1.74034,23.2959,0.653185,2.03936,22.3985,3.37193,0.501916,0,15.7558,60.743,26.3814,2.5561,76.2735,10.9339,0,0,0,0,31.7879,19.9427,1.59157,22.2703,107.343,9.90686,1.0607,3.62005,13.7197,57.7914,95.5022,0.453784,0.03857,0.251316,7.93858,0,65.3302,10.772,67.2496,7.14214,2.53301,8.00923,10.5263,413.077
24,Y,0.030506,0.405572,2.80644,2.39254,5.01213,1.0664,1.6614,25.5527,32.7716,0.162631,1.39619,4.75027,2.69576,2.65821,0.0901644,20.027,55.2295,96.8288,111.378,13.8466,15.4783,49.8116,0.904428,3.42231,0.213568,6.3902,2.2803,5.87346,5.06193,29.404,121.147,65.5595,154.626,149.348,57.5998,58.108,6.35976,1.7681,0.00684619,26.1637,11.8433,0.71308,0.167332,0.727396,38.6944,9.30205,101.364,90.3515,145.947,12.7167,7.69647,44.5509,1.28712,0.00575576,0.606914,0.00153891,1.52559,7.98207,38.7181,10.2381,1.40362,3.18394,39.4896,28.2419,38.8537,103.314,19.8483,2.70679,0.98766,6.9559,0,0,10.1578,0.684917,103.356,3.26853,9.81177,3.65994,5.08645,0.962454,8.33855,12.7018,13.2823,18.1076,67.3715,7.46451,9.39701,3.0868,2.80968,10.5582,0.00628478,25.9004,0.646748,25.6035,0.735966,0.361998,0.00262203,2.71403,0.00251201,0.138367,0.197003,1.85955,0.00273065,0.738136,1.53122,1.08654,0.0867788,0.676957,0.000146207,5.71479,0.243972,1.28347,1.75237,1.20687,0.000323848,0.000904875,4.02995,8.08812,0.390792,0.0952881,2.80113,3.36665,1.32174,0.00303356,0.103721,0.17712,0.590592,4.44759,0.00734263,0.353243,0.734006,0.137598,1.31575,0.758482,0.851082,0.0144119,0,0.237207,0.603666,0.110597,2.79694,0.616507,2.73971,1.06012,0.241833,1.19838,0.40415,0.799766,0.261668,0.997208,0.220183,0.438205,0.0812541,0.221299,1.86442,2.55913,0.297887,0.332241,0.212538,0.0574109,0,0.12643,0.428354,0.00384874,0.66878,3.77398,0.116829,0.00617417,0.217549,0.00165899,0.00451396,0.642843,0.0251275,0.0101036,3.87235,0.356125,0.225191,1.36026,4.82705,63.4449,4.45228,0.153941,0.541876,0.401691,0.124131,0.00354096,1.71748,0.964154,21.6644,0.00444243,0.32575,0.204332,0.910504,0.664848,0.0101979,0.00378951,0.0346142,0.126432,0,0.000774756,0.148633,0.993036,0.000443879,0.273449,0.966221,0.0691574,0.00304413,0,1.11788,5.26526,0.88052,0.00547996,3.4953,0.295925,0,0,0,0,2.1838,0.404003,0.00239327,0.761426,5.16906,0.524676,0.0407551,0.405894,0.514799,2.80732,4.92949,0.00144103,0.00395364,0.00618736,0.402541,0,3.22838,1.04541,5.72674,0.414921,0.260171,0.318271,0.550508,0
24,Z,0.00530415,0.173278,0.870414,0.826394,1.60965,0.264704,0.573553,8.8489,10.6057,0.0527555,0.378019,1.794,0.898923,0.914687,0.0312509,6.7666,18.9647,33.3513,38.4255,4.54004,5.58235,16.3954,0.33641,1.13226,0.0790112,2.06941,0.771217,1.94754,1.66891,9.78825,41.1034,22.4596,52.2743,51.6435,19.393,19.9493,2.23533,0.60933,0.00760687,8.84245,4.22384,0.296806,0.0731337,0.281213,13.3237,2.9635,33.737,30.8302,49.6754,4.40205,2.62745,14.7498,0.427831,0.00639529,0.202502,0.0017099,0.467673,2.71928,13.0351,3.36667,0.396797,1.08563,13.2738,9.52816,13.3587,34.5014,6.80177,0.869585,0.346098,2.36817,0,0,3.49766,0.24278,34.5587,1.06698,3.13381,1.35473,1.66266,0.299773,2.84897,4.31702,4.54728,6.11826,22.7036,2.82115,3.17692,1.04483,0.803628,3.64959,0.00698309,8.97804,0.222592,8.47489,0.256542,0.122415,0.00291337,0.906924,0.00279112,0.0328998,0.064382,0.727329,0.00303406,0.268549,0.529311,0.344488,0.0306123,0.216345,9.06108e-05,1.88856,0.0792013,0.38141,0.513508,0.425472,0.000359831,0.00100542,1.14197,2.66584,0.114352,0.0317557,0.955099,1.1537,0.497757,0.00337062,0.0345961,0.0530563,0.209813,1.49485,0.00491921,0.117045,0.29635,0.0629296,0.411989,0.242657,0.283285,0.00656844,0,0.0839779,0.184708,0.03098,0.967938,0.160498,0.908286,0.328173,0.0872895,0.470854,0.178267,0.267413,0.113791,0.364183,0.110061,0.114732,0.0586513,0.0522908,0.568473,0.931426,0.0483813,0.108406,0.10044,0.0222223,0,0.0386748,0.169025,0.00427637,0.28115,1.08229,0.0510363,0.00686019,0.0862304,0.00184332,0.00501551,0.300271,0.0279194,0.0112262,1.26195,0.12253,0.070416,0.50658,1.60728,21.7515,1.30243,0.0669488,0.145215,0.0910202,0.0461696,0.0039344,0.6356,0.328485,7.09404,0.00470951,0.102048,0.0686245,0.354382,0.209083,0.011331,0.00421057,0.028399,0.0336015,0,0.00086084,0.0416408,0.286475,0.000493199,0.109191,0.317413,0.0319527,0.00338236,0,0.399166,1.67237,0.363215,0.00608884,1.08088,0.134389,0,0,0,0,0.726004,0.174541,0.00265919,0.228764,1.61659,0.156256,0.026271,0.159852,0.178519,0.963778,1.87712,0.00160115,0.00282665,0.00676684,0.122572,0,1.08686,0.360763,2.05106,0.152774,0.108714,0.100691,0.144374,0
25,M,1.71978,12.045,21.8251,27.1731,76.7072,14.4092,54.5815,641.228,699.477,3.96552,19.0859,79.5625,70.1877,86.8645,9.32183,566.632,1874.5,2589.34,2475.39,171.112,302.84,747.4,22.5618,54.775,3.09269,141.862,36.2073,126.584,68.5993,581.217,2705.09,2698.49,3885.73,3504.37,1622.96,1237.86,168.047,34.8493,2.02654,307.069,122.409,12.4242,4.59346,42.5974,493.895,162.717,2044.93,2735.17,3816.08,637.234,400.044,1273.22,82.333,1.15981,31.2559,1.80338,13.9504,83.7177,395.509,156.561,21.111,85.5135,975.352,963.253,1047.59,1592.16,844.779,111.62,20.8485,285.085,0,0,496.237,58.1063,1004.06,32.7922,87.1447,90.9392,142.794,22.3481,191.653,470.79,308.756,491.425,1131.43,197.959,317.602,141.001,30.2683,117.228,2.55287,468.039,12.2947,312.194,8.72199,17.7251,1.12494,66.5759,4.06116,0.500888,3.7627,23.242,1.06481,10.8706,27.8486,14.2203,13.1671,25.2464,0.00181975,495.505,21.427,14.7161,20.1579,7.52008,0.0253013,2.71816,30.8218,69.356,14.813,10.2382,70.9934,48.5917,13.5781,1.27389,4.88024,18.6303,6.50416,31.9934,3.22082,7.99349,21.6086,14.561,25.5476,16.7718,65.5075,3.98814,0,36.9589,2.71342,1.82896,94.9573,8.1467,57.0014,47.1909,19.8179,36.7767,10.5648,12.1481,4.44816,9.75872,42.1805,4.57826,0.160304,8.41318,31.0103,30.6442,5.0446,25.5639,11.3183,2.10895,0,2.28812,18.7031,0.581494,12.5911,92.8757,10.7063,0.191047,1.35247,0.453409,0.822043,22.7928,4.82912,2.82733,75.7303,6.8025,23.6634,32.8118,204.781,656.509,30.0587,4.41419,14.0855,12.7214,6.3315,2.59068,27.0355,44.733,241.053,1.26228,5.8131,4.93943,49.3381,17.9956,2.06762,3.96536,0.252103,1.85834,0,0.280741,1.5663,21.8663,0.587866,1.83542,21.9586,3.03474,1.35172,0,15.9802,57.3687,24.6433,2.30049,74.0461,11.6406,0,0,0,0,34.9091,22.4484,1.43242,21.8433,105.608,11.6162,0.954628,3.25805,15.0477,55.6123,92.252,0.408406,0.034713,0.226185,8.04473,0,66.8972,9.69477,65.0246,6.42792,3.17971,9.00831,10.3736,371.769
25,Y,0.0503017,0.400493,2.77005,2.39044,5.03479,1.07648,1.63125,25.3932,32.805,0.159818,1.38265,4.71918,2.72022,2.67439,0.0902636,19.9368,55.0638,96.4847,111.056,13.7817,15.3946,50.0304,0.906008,3.48473,0.221578,6.41648,2.24988,5.83083,5.02092,29.3785,121.029,65.4259,154.355,148.69,57.3824,57.9551,6.36205,1.76743,0.00616157,26.285,11.7662,0.707591,0.166245,0.719061,38.5675,9.30713,101.106,90.2739,145.742,12.6741,7.66361,44.554,1.29093,0.00518018,0.609463,0.00138502,1.51017,7.97107,38.5254,10.2345,1.40306,3.17169,39.4879,28.1808,38.71,103.327,19.7259,2.69132,0.976548,6.98827,0,0,10.0902,0.682679,103.274,3.2691,9.79011,3.63822,5.05793,0.961366,8.32587,12.6436,13.2628,18.0718,67.1302,7.38658,9.31624,3.07423,2.8497,10.5592,0.00565631,25.8309,0.647957,25.5565,0.725839,0.357829,0.00235983,2.72191,0.00226081,0.132151,0.193437,1.83841,0.00245759,0.735183,1.51211,1.0908,0.0901488,0.673406,0.000136145,5.68398,0.238875,1.28187,1.74645,1.19278,0.000291463,0.000814387,4.04257,8.14816,0.397951,0.0999376,2.79572,3.35023,1.29248,0.00273021,0.103552,0.18068,0.583366,4.47287,0.00721104,0.356777,0.718715,0.143329,1.32231,0.749125,0.866821,0.0138803,0,0.234951,0.587244,0.107319,2.78953,0.628063,2.75846,1.05995,0.246342,1.19987,0.401293,0.799134,0.284247,0.993188,0.219687,0.450867,0.074894,0.222931,1.89295,2.52246,0.293891,0.33589,0.208616,0.0560551,0,0.131399,0.416754,0.00346386,0.65708,3.80684,0.115369,0.00555675,0.204061,0.00149309,0.00406257,0.631481,0.0226147,0.00909325,3.83895,0.350515,0.230895,1.32883,4.80666,63.4178,4.50684,0.155038,0.564176,0.417141,0.122437,0.00318687,1.72889,0.953748,21.6721,0.00399818,0.32366,0.202689,0.893449,0.652046,0.0184411,0.00341056,0.0311527,0.131453,0,0.00069728,0.144319,0.992498,0.000399491,0.264495,0.947244,0.0662545,0.00273971,0,1.1198,5.2669,0.865832,0.00493196,3.51268,0.288803,0,0,0,0,2.22534,0.400486,0.00215395,0.786095,5.19935,0.529825,0.0366796,0.390409,0.527175,2.85736,4.86558,0.00129693,0.00366343,0.00556863,0.399624,0,3.19955,1.02528,5.73534,0.407251,0.258013,0.321767,0.554003,0
25,Z,0.00477373,0.165717,0.881603,0.814109,1.58249,0.269645,0.573756,8.77375,10.5086,0.0534936,0.385052,1.75724,0.89394,0.901464,0.0305475,6.70375,18.7465,32.9917,37.9817,4.52475,5.4727,16.228,0.327309,1.12464,0.0757425,2.07199,0.758042,1.94675,1.66191,9.70183,40.728,22.1838,51.7592,51.0194,19.1843,19.7348,2.21581,0.601972,0.00684619,8.77535,4.14754,0.295599,0.0718525,0.27058,13.1061,2.95643,33.4833,30.4837,49.1815,4.3623,2.60858,14.6143,0.424291,0.00575576,0.196018,0.00153891,0.472186,2.67509,12.9549,3.33768,0.396465,1.07451,13.1268,9.4331,13.2158,34.1839,6.74346,0.866647,0.340831,2.34532,0,0,3.44201,0.239877,34.2708,1.04775,3.14081,1.3374,1.64161,0.299841,2.82938,4.27646,4.48885,6.09223,22.4645,2.76755,3.15933,1.03541,0.788261,3.61371,0.00628478,8.86702,0.216868,8.41399,0.257113,0.120261,0.00262203,0.896047,0.00251201,0.0391544,0.0658429,0.713826,0.00273065,0.264206,0.52233,0.34602,0.0300248,0.218008,8.62472e-05,1.87633,0.0789625,0.386469,0.510592,0.431795,0.000323848,0.000904875,1.12827,2.64754,0.111046,0.0323904,0.938854,1.13557,0.494581,0.00303356,0.0341402,0.0542221,0.212074,1.49611,0.00458826,0.116879,0.290517,0.0602647,0.414209,0.24482,0.281625,0.0063685,0,0.0814069,0.199004,0.0325461,0.965392,0.162744,0.908513,0.328961,0.0857874,0.460287,0.168131,0.26583,0.110916,0.351729,0.103609,0.111678,0.054997,0.0521859,0.565232,0.937092,0.0478775,0.107379,0.0969766,0.0216687,0,0.0405975,0.168469,0.00384874,0.27493,1.0814,0.0482224,0.00617417,0.0883397,0.00165899,0.00451396,0.287399,0.0251275,0.0101036,1.24249,0.120457,0.0706299,0.507493,1.59223,21.5212,1.2889,0.064547,0.149981,0.0946629,0.0459669,0.00354096,0.623966,0.326141,7.05172,0.00423856,0.104657,0.0667,0.346745,0.212401,0.0101979,0.00378951,0.0286241,0.0322736,0,0.000774756,0.0425425,0.288348,0.000443879,0.108934,0.314885,0.0305391,0.00304413,0,0.391045,1.65481,0.350171,0.00547996,1.07677,0.12795,0,0,0,0,0.708872,0.168383,0.00239327,0.224004,1.586,0.155237,0.0283623,0.159892,0.172242,0.938961,1.85442,0.00144103,0.0026373,0.00609015,0.122653,0,1.06765,0.362544,1.99728,0.152102,0.106488,0.0969952,0.144667,0
26,M,1.5478,11.7405,21.4426,25.3557,75.3365,14.7683,51.8233,634.705,708.729,3.56897,18.9773,77.0062,64.9689,86.2781,9.28965,563.969,1893.15,2578.8,2464.55,175.6,309.456,740.16,21.2056,53.7975,2.78342,141.176,37.0866,129.225,69.8394,582.496,2696.48,2693.24,3889.56,3498.63,1616.36,1237.37,178.243,35.8644,1.82389,298.862,128.168,13.8818,4.13411,44.6377,506.606,162.646,2033.04,2764.96,3784.57,635.611,405.04,1280.9,77.6997,1.04383,31.7303,1.62304,13.4554,80.7459,397.358,159.805,20.7999,86.8621,978.617,973.128,1046.33,1600.34,835.001,116.658,19.6637,277.276,0,0,512.314,59.4957,991.858,33.1129,92.8302,85.4452,142.015,21.0133,189.588,473.211,299.48,484.583,1124.49,200.663,321.841,141.301,28.1415,119.005,2.29758,472.535,12.8653,311.575,10.5498,18.6526,1.01244,67.1183,3.65504,0.450799,3.38643,24.5178,0.958326,10.6835,25.0637,14.5983,11.8504,23.6217,0.00163778,502.655,22.8843,14.1445,19.0421,8.56807,0.0227712,2.44634,28.6396,70.5204,14.2317,9.21434,67.4941,51.8325,15.8203,2.0465,5.29222,19.4673,6.75374,32.394,2.89874,7.19414,20.3477,13.1049,27.4928,15.9946,64.3568,4.48932,0,35.963,2.44208,2.54607,93.5616,9.13203,55.8013,47.8719,18.7361,34.899,10.4083,12.7332,6.70334,10.5828,41.5624,4.12044,0.144274,9.37186,28.8092,31.1798,4.54014,26.6075,11.0865,2.79806,0,2.95931,19.5328,0.523344,13.132,89.8881,9.63565,0.171943,1.21722,0.408068,1.63984,25.0136,4.3462,2.5446,75.3573,6.12225,23.0971,32.2306,202.303,661.958,33.3528,3.97277,12.6769,12.3492,6.59835,2.33161,27.032,44.7597,243.948,1.13605,7.03179,4.44549,52.5043,17.996,1.86085,3.56883,0.226893,1.67251,0,0.252667,3.20967,20.5797,0.52908,1.65188,23.3628,2.73126,1.21655,0,18.8822,60.6319,22.179,2.97044,71.1415,12.2765,0,0,0,0,32.3182,21.1036,1.28917,20.5589,105.848,14.0546,0.859166,2.93224,14.443,54.5511,93.8268,0.367565,0.0312417,1.10357,9.94025,0,64.7074,9.62529,65.7222,5.78513,3.76174,8.10748,9.33627,334.592
